DD,MM,YYYY,Type,DocRef,CustomerID,ProductID,Quantity,Amount,Cost
24,1,2019,Credit,137082,IL12,43601,324,2332.8,1662.12
24,1,2019,Credit,137082,IL12,40682,376,2556.8,1748.85
24,1,2019,Credit,137083,IA14,10077,100,150,120.6
24,1,2019,Credit,137083,IA14,41967,1,344.4,281.69
24,1,2019,Credit,137083,IA14,46382,50,3000,2650
24,1,2019,Credit,137084,IA07,42101,5,1550,1185.48
24,1,2019,Credit,137084,IA07,46506,8,2080,1514.23
24,1,2019,Credit,137084,IA07,10126,1200,4860,3664.5
25,1,2019,Credit,137085,SZ100,46876,3,24,6.3
25,1,2019,Credit,137085,SZ100,46873,3,24,6.3
24,1,2019,Credit,137086,IG01,45530,10,26,19.5
24,1,2019,Credit,137086,IG01,41291,10,26,19.5
24,1,2019,Credit,137086,IG01,41049,10,26,21.4
24,1,2019,Credit,137086,IG01,45914,15,49.5,38.82
24,1,2019,Credit,137086,IG01,45913,15,49.5,38.1
24,1,2019,Credit,137086,IG01,45578,20,52,39
24,1,2019,Credit,137086,IG01,45579,20,52,39
24,1,2019,Credit,137086,IG01,10097,92,184.32,141.85
24,1,2019,Credit,137086,IG01,44885,100,200,144.73
24,1,2019,Credit,137086,IG01,44523,100,200,138
24,1,2019,Credit,137086,IG01,44956,100,200,144.73
24,1,2019,Credit,137086,IG01,41440,72,206.4,153.84
24,1,2019,Credit,137086,IG01,41460,60,216,154.86
24,1,2019,Credit,137086,IG01,45575,25,300,224.69
24,1,2019,Credit,137086,IG01,43938,160,306.74,260.33
24,1,2019,Credit,137086,IG01,46065,30,315,247.94
24,1,2019,Credit,137086,IG01,44116,480,432,217.72
24,1,2019,Credit,137086,IG01,46660,50,445,321.38
24,1,2019,Credit,137086,IG01,43943,240,458.64,396.47
24,1,2019,Credit,137086,IG01,10631,9600,500,371.31
24,1,2019,Credit,137086,IG01,45931,10,526.26,437.37
24,1,2019,Credit,137086,IG01,40643,6,609.45,470.81
24,1,2019,Credit,137086,IG01,30262,150,624.75,535.43
24,1,2019,Credit,137086,IG01,10379,100,661.75,565.16
24,1,2019,Credit,137086,IG01,45576,70,686,440.18
24,1,2019,Credit,137086,IG01,45577,80,768,567.23
24,1,2019,Credit,137086,IG01,45647,100,850,606.03
24,1,2019,Credit,137086,IG01,10009,48,1320,1182.02
24,1,2019,Credit,137087,IY03,10076,160,136,109.88
24,1,2019,Credit,137087,IY03,46491,2,183.5,158.22
24,1,2019,Credit,137087,IY03,44116,240,216,113.65
24,1,2019,Credit,137087,IY03,46492,2,220.25,187.89
24,1,2019,Credit,137087,IY03,41533,3,315,235.78
24,1,2019,Credit,137087,IY03,44333,2,422.37,326.63
24,1,2019,Credit,137087,IY03,42102,3,750,506.86
21,1,2019,Credit,137088,IT29,10010,5,137.5,123.25
21,1,2019,Credit,137088,IT29,10011,5,137.5,123.13
21,1,2019,Credit,137088,IT29,41534,2,214,135.06
21,1,2019,Credit,137088,IT29,10009,10,275,246.25
21,1,2019,Credit,137088,IT29,47083,6,525,477.97
21,1,2019,Credit,137088,IT29,45487,9,855,755.88
21,1,2019,Credit,137088,IT29,41533,10,1070,785.94
25,1,2019,Credit,137089,IH03,45470,60,1488,1079.91
25,1,2019,Credit,137089,IH03,10126,3000,12000,9161.26
28,1,2019,Credit,137090,IT29,30074,28,8.4,6.64
28,1,2019,Credit,137090,IT29,30076,40,24.4,24.2
28,1,2019,Credit,137090,IT29,30075,139,48.65,38.47
28,1,2019,Credit,137090,IT29,46525,15,195,147.04
28,1,2019,Credit,137090,IT29,46526,15,195,147.04
28,1,2019,Credit,137090,IT29,46524,70,910,745.29
28,1,2019,Credit,137090,IT29,45487,10,950,839.87
29,1,2019,Credit,137091,IK11,10631,4800,250,185.65
29,1,2019,Credit,137091,IK11,10641,300,300,216.76
29,1,2019,Credit,137091,IK11,46160,100,580,415.07
29,1,2019,Credit,137091,IK11,10075,2000,840,764.14
29,1,2019,Credit,137091,IK11,46727,30,1201.2,900.67
29,1,2019,Credit,137091,IK11,10076,1600,1360,1098.8
29,1,2019,Credit,137092,IA07,44885,500,1000,723.66
29,1,2019,Credit,137092,IA07,44886,530,1060,731.4
29,1,2019,Credit,137092,IA07,42100,6,1560,1003.35
29,1,2019,Credit,137092,IA07,10059,400,1760,1386.17
29,1,2019,Credit,137092,IA07,30080,30000,2250,2110.5
29,1,2019,Credit,137092,IA07,42598,10,2500,1866.59
29,1,2019,Credit,137092,IA07,46792,800,4000,2966.95
29,1,2019,Credit,137092,IA07,42101,15,4650,3528.15
29,1,2019,Credit,137092,IA07,10128,30,7500,5628.26
29,1,2019,Credit,137092,IA07,43513,25,7750,5840.35
29,1,2019,Credit,137092,IA07,46506,50,13000,9344.85
29,1,2019,Credit,137092,IA07,10126,4300,15390,13131.13
29,1,2019,Credit,137093,IC04,10326,4,99,84.29
29,1,2019,Credit,137093,IC04,41533,1,110,78.59
29,1,2019,Credit,137093,IC04,41534,1,110,67.53
29,1,2019,Credit,137093,IC04,41535,1,110,69.47
29,1,2019,Credit,137094,IN04,10077,400,600,482.4
29,1,2019,Credit,137094,IN04,46792,600,3000,2225.21
29,1,2019,Credit,137094,IN04,42101,10,3100,2352.1
29,1,2019,Credit,137094,IN04,46506,15,3900,2803.45
29,1,2019,Credit,137095,IL12,46820,273,4804.8,4069.19
29,1,2019,Credit,137096,IY03,47110,20,520,450
29,1,2019,Credit,137096,IY03,42598,5,1250,933.3
29,1,2019,Credit,137096,IY03,10128,7,1750,1313.26
23,1,2019,Credit,137097,IA15,45580,3,1676.87,0
29,1,2019,Credit,137098,IK11,10077,130,150,150
29,1,2019,Credit,137098,IK11,10631,4800,250,185.65
29,1,2019,Credit,137098,IK11,10641,300,300,216.76
29,1,2019,Credit,137098,IK11,45943,100,580,415
29,1,2019,Credit,137098,IK11,10075,2000,840,764.14
29,1,2019,Credit,137098,IK11,46727,30,1198.4,900.67
29,1,2019,Credit,137098,IK11,10076,1600,1360,1098.8
31,1,2019,Credit,137099,SS17,40052,1,152,135.76
31,1,2019,Credit,137100,IT26,43899,1,176.65,143.26
31,1,2019,Credit,137100,IT26,45537,6,260.15,196.85
31,1,2019,Credit,137100,IT26,45535,6,264.45,221.29
31,1,2019,Credit,137100,IT26,46643,6,374.64,285.57
31,1,2019,Credit,137100,IT26,45532,6,398.5,294.74
31,1,2019,Credit,137100,IT26,46659,50,430,343.24
31,1,2019,Credit,137100,IT26,45683,8,522.06,400.75
31,1,2019,Credit,137100,IT26,45539,8,547.26,452.34
31,1,2019,Credit,137100,IT26,45929,40,772.75,654.26
31,1,2019,Credit,137100,IT26,43191,100,1000,593.71
31,1,2019,Credit,137100,IT26,40395,200,2460,2200
31,1,2019,Credit,137100,IT26,10500,200,2460,2200
31,1,2019,Credit,137101,SZ92,43839,24,308.4,214.05
31,1,2019,Credit,137101,SZ92,10379,40,340.2,233.05
31,1,2019,Credit,137101,SZ92,30262,90,486,335.36
11,2,2019,Credit,137102,MC09,43899,1,159.99,143.26
11,2,2019,Credit,137102,MC09,10585,6,472.75,351.92
11,2,2019,Credit,137102,MC09,45677,9,590.45,506.1
11,2,2019,Credit,137102,MC09,47121,50,1064.28,611.2
11,2,2019,Credit,137102,MC09,47122,240,1390.4,762.19
11,2,2019,Credit,137102,MC09,47120,110,1701.42,977.1
11,2,2019,Credit,137102,MC09,47119,200,2147.46,1233.26
11,2,2019,Credit,137102,MC09,47110,300,7500,6750
11,2,2019,Credit,137102,MC09,40411,300,7500,6750
11,2,2019,Credit,137102,MC09,45358,300,7800,6750
11,2,2019,Credit,137102,MC09,40395,2000,24000,22000
12,2,2019,Credit,137103,IB03,45486,1,95,83.99
12,2,2019,Credit,137103,IB03,44885,50,100,72.37
12,2,2019,Credit,137103,IB03,10625,30,300,149.66
12,2,2019,Credit,137103,IB03,10025,30,300,153.46
12,2,2019,Credit,137103,IB03,44286,50,350,220.05
12,2,2019,Credit,137103,IB03,43839,48,517.2,437.09
12,2,2019,Credit,137103,IB03,10031,30,525,343.64
12,2,2019,Credit,137103,IB03,44523,350,700,483
12,2,2019,Credit,137103,IB03,43513,15,4650,3504.21
12,2,2019,Credit,137104,IN04,10077,500,750,603
13,2,2019,Credit,137105,SV04,45962,1,90,56
13,2,2019,Credit,137106,IG01,43514,100,35,19
13,2,2019,Credit,137106,IG01,45489,150,36,15
13,2,2019,Credit,137106,IG01,43517,150,42,21
13,2,2019,Credit,137106,IG01,43515,150,52.5,28.5
13,2,2019,Credit,137106,IG01,30237,3,70.5,47.2
13,2,2019,Credit,137106,IG01,43520,150,81,52.5
13,2,2019,Credit,137106,IG01,43516,300,84,42
13,2,2019,Credit,137106,IG01,41320,8,132,112.38
13,2,2019,Credit,137106,IG01,43519,250,175,110
13,2,2019,Credit,137106,IG01,46878,49,184.5,136.97
13,2,2019,Credit,137106,IG01,30056,1,195,162.82
13,2,2019,Credit,137106,IG01,43359,200,292.8,292.8
13,2,2019,Credit,137106,IG01,40253,12,297,252.87
13,2,2019,Credit,137106,IG01,43501,10,330,307.03
13,2,2019,Credit,137106,IG01,46607,12,342,258.55
13,2,2019,Credit,137106,IG01,30361,10,353.3,296.49
13,2,2019,Credit,137106,IG01,41324,36,356.4,303.45
13,2,2019,Credit,137106,IG01,41493,12,390,296.15
13,2,2019,Credit,137106,IG01,30360,8,399.76,321.07
13,2,2019,Credit,137106,IG01,10034,10,400,285.84
13,2,2019,Credit,137106,IG01,41494,12,462,351.55
13,2,2019,Credit,137106,IG01,45932,12,487.55,409.27
13,2,2019,Credit,137106,IG01,45575,60,720,539.27
13,2,2019,Credit,137106,IG01,46654,20,870,668
13,2,2019,Credit,137106,IG01,44777,20,960,749.4
12,2,2019,Credit,137107,IL09,44437,9,61.2,53.27
12,2,2019,Credit,137107,IL09,45635,35,308,241.01
12,2,2019,Credit,137107,IL09,43938,160,310.17,262.21
12,2,2019,Credit,137107,IL09,43285,80,672,506.33
13,2,2019,Credit,137108,IY03,46607,6,171,129.27
13,2,2019,Credit,137108,IY03,10009,10,275,246.25
13,2,2019,Credit,137108,IY03,10011,15,412.5,349.35
13,2,2019,Credit,137108,IY03,47110,20,520,450
13,2,2019,Credit,137108,IY03,10008,23,632.5,509.88
13,2,2019,Credit,137109,IB03,10010,5,137.5,123.24
13,2,2019,Credit,137109,IB03,10006,5,137.5,114.28
13,2,2019,Credit,137109,IB03,10012,6,165,138.05
13,2,2019,Credit,137109,IB03,10009,10,275,246.25
13,2,2019,Credit,137109,IB03,10008,10,275,221.69
13,2,2019,Credit,137109,IB03,10011,12,330,279.48
1,2,2019,Credit,137110,il12,46820,100,1760,1490.55
13,2,2019,Credit,137111,IA07,41248,6000,450,422.1
13,2,2019,Credit,137111,IA07,40016,32,2446.08,2135.71
13,2,2019,Credit,137111,IA07,43772,50,7021.08,5498.78
13,2,2019,Credit,137112,SZ80,45933,10,317.52,237.67
13,2,2019,Credit,137113,IJ01,43839,120,1236.72,1074.48
13,2,2019,Credit,137113,IJ01,10401,80,1409.04,1238.99
13,2,2019,Credit,137113,IJ01,10379,400,2705.76,2330.47
13,2,2019,Credit,137113,IJ01,46891,120,3600,2805.72
14,2,2019,Credit,137114,IA14,46434,1,212,188.35
14,2,2019,Credit,137114,IA14,10077,800,1200,964.8
14,2,2019,Credit,137114,IA14,41555,2,1580,1417.17
14,2,2019,Credit,137114,IA14,46382,50,3000,2650
14,2,2019,Credit,137114,IA14,30050,30,3861.66,2944.2
14,2,2019,Credit,137115,IK11,44116,240,216,113.65
14,2,2019,Credit,137116,IS05,40519,10,91.4,72.36
14,2,2019,Credit,137116,IS05,43839,12,119.81,101.96
14,2,2019,Credit,137116,IS05,30361,5,176.65,148.25
14,2,2019,Credit,137116,IS05,45521,240,216,115.51
14,2,2019,Credit,137116,IS05,10237,240,216,119.17
14,2,2019,Credit,137116,IS05,30360,6,299.82,240.8
14,2,2019,Credit,137116,IS05,45471,12,330,237.99
14,2,2019,Credit,137116,IS05,41202,2,460,274.72
14,2,2019,Credit,137116,IS05,30359,10,610.6,503.16
14,2,2019,Credit,137116,IS05,44116,720,648,340.94
14,2,2019,Credit,137116,IS05,10379,100,687.23,582.62
14,2,2019,Credit,137117,IN04,10077,400,600,482.4
15,2,2019,Credit,137118,SA07,30262,1,10,3.73
15,2,2019,Credit,137118,SA07,46359,1,420,158.08
15,2,2019,Credit,137119,SZ59,46607,3,105,64.64
15,2,2019,Credit,137119,SZ59,41493,3,129,74.04
15,2,2019,Credit,137119,SZ59,41494,3,142.5,87.89
15,2,2019,Credit,137119,SZ59,30265,3,166.5,108.15
15,2,2019,Credit,137119,SZ59,10106,3,186,133.08
15,2,2019,Credit,137119,SZ59,41188,6,192,114.94
15,2,2019,Credit,137119,SZ59,10252,3,204,122.42
15,2,2019,Credit,137119,SZ59,44895,6,204,119.16
15,2,2019,Credit,137119,SZ59,46603,6,210,118.86
15,2,2019,Credit,137119,SZ59,40367,6,228,123.17
15,2,2019,Credit,137119,SZ59,44237,6,234,136.97
15,2,2019,Credit,137119,SZ59,44904,3,240,136.24
15,2,2019,Credit,137119,SZ59,45666,6,246,140.74
15,2,2019,Credit,137119,SZ59,40915,3,250.5,138.5
15,2,2019,Credit,137119,SZ59,44238,6,261,153.52
15,2,2019,Credit,137119,SZ59,45667,6,270,157.31
15,2,2019,Credit,137119,SZ59,44239,6,294,175.04
15,2,2019,Credit,137119,SZ59,10202,6,303,179.82
15,2,2019,Credit,137119,SZ59,44241,6,420,248.2
15,2,2019,Credit,137119,SZ59,45669,6,432,245.86
15,2,2019,Credit,137119,SZ59,44240,12,696,385.96
15,2,2019,Credit,137119,SZ59,40075,12,732,407.45
15,2,2019,Credit,137120,IT26,42598,1,250,186.66
15,2,2019,Credit,137120,IT26,45535,6,261.44,218.76
15,2,2019,Credit,137120,IT26,45544,3,267.32,205.41
15,2,2019,Credit,137120,IT26,45543,3,294.79,233.8
15,2,2019,Credit,137120,IT26,45542,3,313.65,227.48
15,2,2019,Credit,137120,IT26,45932,8,314.5,265.73
15,2,2019,Credit,137120,IT26,10232,3,382.32,279.07
15,2,2019,Credit,137120,IT26,45930,25,604.75,511.78
15,2,2019,Credit,137120,IT26,43506,6,704.7,526.1
15,2,2019,Credit,137120,IT26,45935,100,716.25,608.78
15,2,2019,Credit,137120,IT26,45933,50,1391,1187.59
15,2,2019,Credit,137120,IT26,40191,1000,2150,1794.99
15,2,2019,Credit,137121,SO05,44935,20,3400,2357.21
15,2,2019,Credit,137121,SO05,44947,80,13600,9499.92
16,2,2019,Credit,137122,IL12,46007,24,528,395.16
16,2,2019,Credit,137122,IL12,45934,200,935,796.61
16,2,2019,Credit,137122,IL12,40412,48,1296,847.62
16,2,2019,Credit,137122,IL12,46889,75,2587.5,1990.36
15,2,2019,Credit,137123,MC09,44904,3,172.5,136.25
15,2,2019,Credit,137123,MC09,44237,6,177,136.97
15,2,2019,Credit,137123,MC09,44238,6,201,153.52
15,2,2019,Credit,137123,MC09,44239,6,225,175.04
15,2,2019,Credit,137123,MC09,44240,6,255,192.98
15,2,2019,Credit,137123,MC09,44241,6,303,248.2
15,2,2019,Credit,137123,MC09,44895,12,318,238.32
16,2,2019,Credit,137124,IT19,47102,99,7326,6527.73
16,2,2019,Credit,137125,IT18,47049,60,255,211.8
16,2,2019,Credit,137125,IT18,45132,120,358.68,305.84
16,2,2019,Credit,137125,IT18,40501,40,466.48,401.34
16,2,2019,Credit,137125,IT18,30193,40,488.04,416.66
16,2,2019,Credit,137125,IT18,41015,40,630.9,526.64
16,2,2019,Credit,137125,IT18,40727,60,727.8,578
16,2,2019,Credit,137125,IT18,40737,40,867,698.37
16,2,2019,Credit,137125,IT18,45351,400,2340,1678.34
18,2,2019,Credit,137126,IT26,40911,6,189,143.99
18,2,2019,Credit,137126,IT26,40914,6,267,203.58
18,2,2019,Credit,137126,IT26,40931,6,321,244.38
18,2,2019,Credit,137126,IT26,43943,400,753.13,651.04
18,2,2019,Credit,137126,IT26,10496,100,1230,1104
18,2,2019,Credit,137126,IT26,47104,36,1404,1193.83
18,2,2019,Credit,137127,SL14,45934,200,1223.68,796.86
19,2,2019,Credit,137128,IJ01,10026,30,300,134.32
19,2,2019,Credit,137128,IJ01,10431,2,333.45,246.47
19,2,2019,Credit,137128,IJ01,43839,60,610.8,530.68
19,2,2019,Credit,137128,IJ01,10401,43,768.72,665.96
19,2,2019,Credit,137128,IJ01,45647,100,850,606.02
19,2,2019,Credit,137128,IJ01,10062,6,871,698.1
19,2,2019,Credit,137128,IJ01,10234,4,1095.64,433.85
19,2,2019,Credit,137128,IJ01,10379,200,1305.36,1165.23
19,2,2019,Credit,137128,IJ01,10009,48,1305.6,1182.02
19,2,2019,Credit,137128,IJ01,10011,48,1305.6,1117.91
19,2,2019,Credit,137128,IJ01,10006,48,1305.6,1097.04
19,2,2019,Credit,137128,IJ01,10005,48,1344,1248.89
19,2,2019,Credit,137128,IJ01,10606,12,1522.5,1072.82
19,2,2019,Credit,137128,IJ01,45544,18,1619.09,1232.44
19,2,2019,Credit,137128,IJ01,41531,20,1700,1350.62
19,2,2019,Credit,137128,IJ01,41533,20,1700,1571.88
19,2,2019,Credit,137128,IJ01,30274,20,1960,1461.16
19,2,2019,Credit,137128,IJ01,10232,21,2772.9,1994.89
20,2,2019,Credit,137129,SL18,45846,10,600,291.99
20,2,2019,Credit,137130,IZ01,46607,4,114,86.18
20,2,2019,Credit,137130,IZ01,41493,4,130,98.71
20,2,2019,Credit,137130,IZ01,41494,5,192.5,146.48
20,2,2019,Credit,137130,IZ01,41495,6,255,189.38
20,2,2019,Credit,137130,IZ01,10013,10,275,214.24
20,2,2019,Credit,137130,IZ01,10011,20,550,465.79
20,2,2019,Credit,137130,IZ01,10010,20,550,492.96
20,2,2019,Credit,137130,IZ01,10012,20,550,460.16
20,2,2019,Credit,137130,IZ01,10008,30,825,665.06
20,2,2019,Credit,137130,IZ01,41532,10,945,681.1
20,2,2019,Credit,137130,IZ01,41533,10,945,785.94
20,2,2019,Credit,137130,IZ01,41535,10,945,694.66
20,2,2019,Credit,137130,IZ01,41536,10,945,680.22
20,2,2019,Credit,137130,IZ01,41207,5,1035,544.33
20,2,2019,Credit,137130,IZ01,41534,20,1890,1350.58
20,2,2019,Credit,137130,IZ01,41205,10,2070,1088.67
19,2,2019,Credit,137131,IA14,46434,2,424,376.69
19,2,2019,Credit,137131,IA14,40263,150,825,728.52
19,2,2019,Credit,137131,IA14,46435,5,1060,944.37
19,2,2019,Credit,137131,IA14,41371,20,2480.28,1821.16
19,2,2019,Credit,137131,IA14,43842,20,2813.58,2156.71
19,2,2019,Credit,137131,IA14,30050,30,3874.2,2944.2
19,2,2019,Credit,137132,IT29,46524,10,130,106.47
19,2,2019,Credit,137132,IT29,41533,5,535,392.97
19,2,2019,Credit,137132,IT29,41534,7,749,472.7
19,2,2019,Credit,137132,IT29,40447,200,840,776.3
21,2,2019,Credit,137133,IN04,45409,2,59,49.82
21,2,2019,Credit,137133,IN04,44841,2,69,57.38
21,2,2019,Credit,137133,IN04,44842,2,79,65.16
21,2,2019,Credit,137133,IN04,44844,2,102,84.23
21,2,2019,Credit,137133,IN04,44845,2,122,102.21
21,2,2019,Credit,137133,IN04,10077,100,150,120.6
21,2,2019,Credit,137133,IN04,43359,20,244,220
21,2,2019,Credit,137133,IN04,47110,20,520,450
21,2,2019,Credit,137133,IN04,46094,30,1157.8,858.89
21,2,2019,Credit,137134,IY03,10128,20,5000,3744.22
21,2,2019,Credit,137134,IY03,43513,25,7750,5847.6
21,2,2019,Credit,137135,IG01,41685,10,51,39.1
21,2,2019,Credit,137135,IG01,41684,10,52,39.6
21,2,2019,Credit,137135,IG01,41682,10,56,43.2
21,2,2019,Credit,137135,IG01,42291,10,67,52.9
21,2,2019,Credit,137135,IG01,41535,1,105,69.47
21,2,2019,Credit,137135,IG01,41532,2,210,136.22
21,2,2019,Credit,137135,IG01,41533,2,210,157.19
21,2,2019,Credit,137135,IG01,10005,10,280,260.19
21,2,2019,Credit,137135,IG01,10011,38,1045,885.01
21,2,2019,Credit,137135,IG01,10008,48,1320,1064.1
22,2,2019,Credit,137136,MS101,41228,10,260.47,192.65
22,2,2019,Credit,137136,MS101,41598,64,264.81,231.34
22,2,2019,Credit,137136,MS101,45534,6,274.3,225.75
22,2,2019,Credit,137136,MS101,45540,4,275.39,223.51
22,2,2019,Credit,137136,MS101,30388,10,293.43,185.5
22,2,2019,Credit,137136,MS101,45538,4,293.49,243.16
22,2,2019,Credit,137136,MS101,30282,10,332.37,255.72
22,2,2019,Credit,137136,MS101,45751,10,362.35,292.96
22,2,2019,Credit,137136,MS101,10598,4,376.46,304.7
22,2,2019,Credit,137136,MS101,43178,10,412.54,320.85
22,2,2019,Credit,137136,MS101,30298,10,426.79,300.65
22,2,2019,Credit,137136,MS101,43307,10,433.03,342.71
22,2,2019,Credit,137136,MS101,45671,10,475.35,385.71
22,2,2019,Credit,137136,MS101,46603,20,486.21,396.22
22,2,2019,Credit,137136,MS101,45859,10,501.94,409.48
22,2,2019,Credit,137136,MS101,42382,20,526.9,430.92
22,2,2019,Credit,137136,MS101,45669,10,577.23,409.75
22,2,2019,Credit,137136,MS101,30030,144,615.35,540.23
22,2,2019,Credit,137136,MS101,45670,20,627.56,493.58
22,2,2019,Credit,137136,MS101,10513,65,639.3,563.36
22,2,2019,Credit,137136,MS101,41343,10,640.04,430.78
22,2,2019,Credit,137136,MS101,45858,20,834.58,631.26
22,2,2019,Credit,137136,MS101,41344,30,880.3,661.22
22,2,2019,Credit,137136,MS101,41025,20,903.5,644.18
22,2,2019,Credit,137136,MS101,30024,208,931.17,820.21
22,2,2019,Credit,137136,MS101,40121,208,1001.71,885.71
22,2,2019,Credit,137136,MS101,45533,22,1069.95,975.8
22,2,2019,Credit,137136,MS101,45324,10,1133.98,262.73
22,2,2019,Credit,137136,MS101,41345,40,1336.52,994.85
22,2,2019,Credit,137136,MS101,40119,254,1343.85,1172.01
22,2,2019,Credit,137136,MS101,40367,50,1364.74,1026.45
22,2,2019,Credit,137136,MS101,30019,262,1510.57,1320.13
22,2,2019,Credit,137136,MS101,41346,40,1524.82,1131.16
22,2,2019,Credit,137136,MS101,40075,40,1838.46,1358.16
22,2,2019,Credit,137136,MS101,45666,60,1901.41,1407.34
22,2,2019,Credit,137136,MS101,10202,50,2047.11,1498.45
22,2,2019,Credit,137136,MS101,45667,60,2155.37,1573.07
22,2,2019,Credit,137136,MS101,40082,253,2694.28,2365.96
22,2,2019,Credit,137136,MS101,46621,12,3707.87,3145.14
22,2,2019,Credit,137136,MS101,46986,150,4995.71,4544.78
22,2,2019,Credit,137136,MS101,42169,40,30961.41,27144.03
22,2,2019,Credit,137137,SS07,41690,92,387.32,323.84
22,2,2019,Credit,137137,SS07,41689,97,408.37,341.44
22,2,2019,Credit,137137,SS07,41984,97,408.37,341.44
22,2,2019,Credit,137137,SS07,41985,102,429.42,359.04
22,2,2019,Credit,137137,SS07,46418,180,451.8,378
22,2,2019,Credit,137137,SS07,41682,90,465.3,388.8
22,2,2019,Credit,137137,SS07,46417,196,491.96,411.6
22,2,2019,Credit,137137,SS07,43358,278,500.4,419.78
22,2,2019,Credit,137137,SS07,42291,85,538.05,449.65
22,2,2019,Credit,137137,SS07,47103,216,542.16,453.6
22,2,2019,Credit,137137,SS07,44008,105,577.5,483
22,2,2019,Credit,137137,SS07,41674,289,786.08,658.92
22,2,2019,Credit,137137,SS07,41688,201,846.21,707.52
22,2,2019,Credit,137137,SS07,42895,484,871.2,730.84
22,2,2019,Credit,137137,SS07,41684,191,905.34,756.36
22,2,2019,Credit,137137,SS07,41685,194,905.98,758.54
22,2,2019,Credit,137137,SS07,41679,482,915.8,766.38
22,2,2019,Credit,137137,SS07,41676,374,938.74,785.4
22,2,2019,Credit,137137,SS07,10472,210,976.5,816.9
22,2,2019,Credit,137137,SS07,45214,201,1111.53,896.46
22,2,2019,Credit,137137,SS07,44799,203,1258.6,1051.54
22,2,2019,Credit,137137,SS07,40184,214,1324.66,1067.86
22,2,2019,Credit,137137,SS07,41687,293,1368.31,1145.63
22,2,2019,Credit,137137,SS07,42742,774,1393.2,1168.74
22,2,2019,Credit,137137,SS07,44798,310,1404.3,1156.3
22,2,2019,Credit,137137,SS07,43583,303,1454.4,1215.03
22,2,2019,Credit,137137,SS07,43244,820,1476,1238.2
22,2,2019,Credit,137137,SS07,42894,831,1495.8,1254.81
22,2,2019,Credit,137137,SS07,41686,325,1517.75,1261
22,2,2019,Credit,137137,SS07,45207,216,1682.64,1354.32
22,2,2019,Credit,137137,SS07,43584,311,1701.17,1371.51
22,2,2019,Credit,137137,SS07,44797,330,1745.7,1442.1
22,2,2019,Credit,137137,SS07,40185,311,1766.48,1421.27
22,2,2019,Credit,137137,SS07,42743,996,1792.8,1503.96
22,2,2019,Credit,137137,SS07,44796,321,1832.91,1511.91
22,2,2019,Credit,137137,SS07,42289,1019,1834.2,1538.69
22,2,2019,Credit,137137,SS07,41677,995,2169.1,1810.9
22,2,2019,Credit,137137,SS07,44007,317,2234.85,1870.3
22,2,2019,Credit,137137,SS07,42924,424,2268.4,1899.52
22,2,2019,Credit,137137,SS07,41681,1274,2293.2,1923.74
22,2,2019,Credit,137137,SS07,41678,1165,2318.35,1933.9
22,2,2019,Credit,137137,SS07,43582,502,2655.58,2138.52
22,2,2019,Credit,137137,SS07,43580,546,2730,2287.74
22,2,2019,Credit,137137,SS07,42288,1644,2959.2,2482.44
22,2,2019,Credit,137137,SS07,40204,518,3009.58,2512.3
22,2,2019,Credit,137137,SS07,42923,499,3088.81,2584.82
22,2,2019,Credit,137137,SS07,40237,13,3250,2469.98
22,2,2019,Credit,137137,SS07,41672,1038,3435.78,2875.26
22,2,2019,Credit,137137,SS07,41673,1276,3713.16,3100.68
22,2,2019,Credit,137137,SS07,43581,1050,4273.5,3570
22,2,2019,Credit,137138,SS07,45108,80,168.84,126.69
22,2,2019,Credit,137138,SS07,45105,160,169.68,122.34
22,2,2019,Credit,137138,SS07,10340,80,169.68,127.33
22,2,2019,Credit,137138,SS07,45111,80,169.68,124.32
22,2,2019,Credit,137138,SS07,45110,80,169.68,125.63
22,2,2019,Credit,137138,SS07,10284,200,169.84,169.84
22,2,2019,Credit,137138,SS07,10312,160,170.52,133.05
22,2,2019,Credit,137138,SS07,45112,80,171.36,120.23
22,2,2019,Credit,137138,SS07,45102,160,171.78,133.19
22,2,2019,Credit,137138,SS07,10031,10,200,114.55
22,2,2019,Credit,137138,SS07,41396,50,230,182.15
22,2,2019,Credit,137138,SS07,41397,50,230,182
22,2,2019,Credit,137138,SS07,42145,50,230,182
22,2,2019,Credit,137138,SS07,41519,50,230,182
22,2,2019,Credit,137138,SS07,40501,20,240.1,204.32
22,2,2019,Credit,137138,SS07,41393,100,490,374.15
22,2,2019,Credit,137138,SS07,42598,4,1000,746.63
22,2,2019,Credit,137138,SS07,46792,400,1840,1483.47
22,2,2019,Credit,137138,SS07,43513,10,3100,2339.04
22,2,2019,Credit,137138,SS07,10126,4000,15200,12215.01
23,2,2019,Credit,137139,SZ69,44240,2,116,64.33
23,2,2019,Credit,137140,IA14,10077,600,900,723.6
23,2,2019,Credit,137140,IA14,10644,10,2120,1789.33
23,2,2019,Credit,137140,IA14,41555,5,3950,3542.92
23,2,2019,Credit,137140,IA14,43842,60,8446.02,6474.16
25,2,2019,Credit,137141,IJ01,42140,100,460,363.9
25,2,2019,Credit,137141,IJ01,46697,500,500,406.82
25,2,2019,Credit,137141,IJ01,41492,200,920,728.17
25,2,2019,Credit,137141,IJ01,41520,200,920,728
25,2,2019,Credit,137141,IJ01,10012,48,1305.6,1104.37
25,2,2019,Credit,137141,IJ01,10005,48,1344,1248.89
